type,encoded_text,scheme,num_of_chars,contains_bit_only,contains_decimal_only,contains_hex_only,contains_alpha_only,contains_upper_case_only,contains_lower_case_only,contains_mixed_upper_lower_case,contains_equal,contains_slash,contains_dot,contains_colon,contains_special_chars
LDAP MD5,{MD5}6zGHBmnxP9hETCvJGDdfCQ==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}VFYi8S4z6hNnY1dH8sd9Fk/pvfc=,{SMD5},34,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA1,{SSHA}BPp4N9mZtNejqiC9NezzOwq1zbYPoTRG,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}QYjq8YBMhBJYHl9xPts/vRd4e8iE60sSOAcAZvntLgvx/r+39t7b+w==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}w2T73box+IS6I2AD9WWnFMPs2+MNDybLYyPpKkWrbwgcvvUwvr4i9sldPEwRD0ijKfVoXcAsH/8sUl2Mij5Fw+0dw/i/F6L0,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}ZtqfO42dg/NHcKFMOCdqaUM6U1s=,{SHA},33,0,0,0,0,0,0,1,1,1,0,0,1
LM,7750aec44bc5b7d4aad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,21d36ed6200c09c463c2b3c48099b76d,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,eb31870669f13fd8444c2bc918375f09,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$ljvX0tLx$jpPqjVd1spE6vhX1P3Isr0,$1$,34,0,0,0,0,0,0,1,0,0,0,0,1
MSSQL 2000,0x0100E33C0760E98E3C66AFC9E817EE42DED1D23016375D9F691287ABA07255935EBC8F7E708C8B88C033EA6F12BB,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x0100B5D6FAFF8367D9FCD7970DFE2E414D640B50DD8A5B14EC73,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,0dad3e29357a82b9,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*E3209A7B084A6FE004ACB2993F8517B39D5BE131,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,9ebd81fa14d63f8affacecec6d69ae3a,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,42E5B050D72B21C0,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:154B5DAA966D0197ED10D83D33A8CF81263415C3700DE38A83905A62B44A,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,a04fb0bbf4ef4a73f996bfd6a9fc234a3ea0a365b868fba806d77409f630bb7b,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,4fbd7c83d7229f4501902fd16575abc0dddb1649002d69a83c58ecbd83a4738b0cdb65110f854273d04b6b26ecf4a265a5d983679c01eeb157d79ecfe2e7a562,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$H5v/yF7FJd9n4U.os9RmPwbuksrMni0,$P$,34,0,0,0,0,0,0,1,0,1,1,0,1
PostgreSQL MD5,md5fa365d8168f09c17b048d835c47506df,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,urnira,None,6,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,962G6?,None,6,0,0,0,0,1,0,0,0,0,0,0,1
SCRAM,"$scram$100000$NCYkROgdg1BKyfm/$sha-1=QLHZUAv2bZ563AxKfyTpBSS5KSM,sha-256=QSFBPUrROdz0UNcdtgT2bIPzFmEHGDO0oZXGpo51NSY,sha-512=O7PN5/tAQLV6fymcR2sreLlPadyFMVYv2WIFU1N4Ng0KpxhBbnINFq35alZTmJMTHxnRbqfiVP4cSjnNBZZPUA",$scram$,211,0,0,0,0,0,0,1,1,1,0,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$JSQkRMiZ0zrnHEOo9Z4Twg$lhqc//SbgJ1xqY1feubXqigKL212E1j3LkjNPJaW7DE",$scrypt$,88,0,0,0,0,0,0,1,1,1,0,0,1
SHA1,66da9f3b8d9d83f34770a14c38276a69433a535b,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$lLjVHtyY$owOnX29wQ7N0YxISMneC8Hx3BrSJ,$sha1$,50,0,0,0,0,0,0,1,0,0,0,0,1
SHA224,796c02e0aebc9d3616a62e7e335377aa5730c6bdc110b25ddff50834,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,818efe46a6c2ddb95df1bdecd7869fbd6ac790f24182f681cc6b7edf43ec7b69,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$QwaLRXEPW05ia7is$UZvzZWdQHzH4gPHnx8mn2FpBg5lQljVkKKyLzjn5ji5,$5$,77,0,0,0,0,0,0,1,1,0,0,0,1
SHA384,9980caa0b057e264e1c6097e8b81f3245b9c6cab06c8372d882786d894340921d6c3314ffbf523065975641be6a5feb3,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,f01bcdc27e9a21cdd799392403e7c225fd41d704f6f7aca4129de2d4a1bc561aff007d9f7b5d6eeda71c760c757e388d6abfbb572ce552d194f82e61213c89ee,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$eA9HtP9F289j8Or5$CHLIVGfp5jUro8wEoOGlksVEGcNcrRidd8m5vAMjCJ6aWhQDgNfdniX1/WFUE8Iq3dx9bcKRuHAR7bxV5nBGI1,$6$,120,0,0,0,0,0,0,1,1,1,0,0,1
SHA3-224,bb168d73099d2060897f393ccb4b4da323e1efbfa058d74d8c77e511,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,fce259d52502e17c09bd44c02ab1529e551407118801cea4bf16553c55a318bf,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,38255c04325c748b32d54732cb3f0790398366db21831b53d7deffb9a36cc7287fe5a9c336de5acea07221680184afc0,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,ad48ab2df2603cca5e1d6792ba47b52245b4944f2d8210130b3433238b29c365699c7fd23b3b40c35583e1bd012c0b931eb3305fc04d0c2611f938b45fdd6ab9,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,riyfil,None,6,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$JVXlnClU$9r7X65LxUkNgCgQGRTFdP/,$apr1$,37,0,0,0,0,0,0,1,0,1,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$Pedcq7U2BsB4r3XO+T9H6A$9jUrNaqvrmOmKb83KYo1ctks3S7TN4hoZIcNzHaolVU",$argon2id$,97,0,0,0,0,0,0,1,1,0,0,0,1
Atbash,mlevnyvi,None,8,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}dw5BqJUSgpASQghBCGGMcWzG5HpFdqdidyJ+nV3uN4MdUaNRQ93ICjmitwDLMrlW,{PKCS5S2},73,0,0,0,0,0,0,1,0,0,0,0,1
Base32,NZXXMZLNMJSXE===,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,bm92ZW1iZXI=,None,12,0,0,0,0,0,0,1,1,0,0,0,1
BCrypt,$2a$12$my3e/p8E73akuRqAebh0Puf8NSeiSj/zgdY4kXPGFSIjyseKmcyTa,$2a$,60,0,0,0,0,0,0,1,0,1,0,0,1
BCrypt,$2b$12$t.NJtoIZEyh7UTcAkcYWsewlzJOFY4HEzQZnPJ7Fp0rHNS/2zkDlG,$2b$,60,0,0,0,0,0,0,1,0,1,1,0,1
Binary,11011101101111111011011001011101101110001011001011110010,None,56,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,4265d3239675ae68daee376c886b36c89cda9ca121268aefc9f7b41feeef84ee45789b648630fbeda8214f1bc00ae22c870f1da11f8e839f4b8480142f714ed9,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,6c16fa5994333ed029965bc9c51396ccc5013c2e2fa5bd45f2191796f788d3e1,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.zpB5dfcjtKleAWg,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,rsziqfiv,None,8,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,UDQavMeMXa1ddw1Q,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,UDQavMeMXa1ddw1Q,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,11071613121F090916,None,18,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,59385,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,1309976823,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,18427090800078152488,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,11011111810110998101114,None,23,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,V3l3w1.NsCeQY,None,13,0,0,0,0,0,0,1,0,0,1,0,1
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$cq41BsD437tXyjnnnDOmNA$wtUJMcl0BH5XMUXdIxeZloE6TfR8XlXxPFCdpRsdLzc",None,102,0,0,0,0,0,0,1,1,0,0,0,1
Django BCrypt,bcrypt$$2b$12$DIEZjM1RlhKBU7fV5WNL9O01h9eXbKGts893tnaUzjcK/JbbhvKfS,None,67,0,0,0,0,0,0,1,0,1,0,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$exXwapBu6ZopM.1VailUj.HhtPCPHrOf7mm9qfuUJdYJmgHEuzRJ.,None,74,0,0,0,0,0,0,1,0,0,1,0,1
Django DES Crypt,crypt$o7$o7KMY8lPfysQM,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$ak7S1TED5EDH$bCOhMInWq9u/wuYGGec7FpS0ULs=,None,60,0,0,0,0,0,0,1,1,1,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$hGIyMOpOHo32$ToyDK4Qzj4gkpWd+WPEf74gwQxw6mg654L5iIYPhv9Q=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$vdnPLSEQlEQH$b715938862c165a53f11018663fa1e37,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$hbJOd6X09FXu$aea183aa40a785716c21a31c5e5cd8ccc3282f95,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.4EC919C3380760EC5D6BADD55AABD5DADB3B8710829092F23EC798D33A87B0F69ED33AE7BCD73A4748C9D91B43680D81100240E87DAF15C2580B4128A5B4768E.B4C4D8331BB4DF21897FFA0F8784773E547A9F2C293016951575BD4B35CF587E662637D4579FAF5EAB15DB56DF6A3E45B642B238F6FC5AD132FE589B6C9B1ACC,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,6e6f76656d626572,None,16,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,61ffa79a3c41892e9307c0b4263979e579d230d0,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,af518f069d827d3a7adbdb3316abcad55a5ac62095fd01ac5c69f81199621059,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,ab9b295934bcd834cb4900742944780c03c4c9aa8c01baf01927bff41e84d9bfe0c9229f5350e89c7e0d6d1eb17a4b856e649a1f8681e2ee829445f5429a990d,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,cb7215b031ae7e822b5c8f460ad7acb29b3b7da642af84c66a81d526,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,30b5ea4e0c0ee0e0f3f24dbcfde0f8772765af2468461e58edf6ed1cb8ac4977,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,7f1ce9cac5c907fbf51b5f336439e1b7cbb15687055f4cb6e4fcee7a4223bd16d44a9350ab3f1129c2092a9c41d08177,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,6871d216827b114064f0593ba5c57c5547f04398ed1e134a23de507914d8ddf4c0b51de9324b610550c19ccdfe9d691a7ae5342b10219d4cde139ab325d1f088,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}TQTO3W0FsfFqRAT/Wh+krw==,{MD5},29,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted MD5,{SMD5}vXxjrAEamMLg2d6ReXvKzWYshXA=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}gftEvyphqBJhvf67BlEGhNQtJlGM8f7/,{SSHA},38,0,0,0,0,0,0,1,0,1,0,0,1
LDAP salted SHA256,{SSHA256}okWStNhRLp2UwdvAkbYpqhfvHIQR2+iaa3sXU05UJvpdqzWGUKp1bg==,{SSHA256},65,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA512,{SSHA512}7MSBDeuzS15/+X31j34EqDy/ysNjpokQMitrxziljDX6EWsgpomiRbkH9Bi083bRtl1sWdwPn3rmyaqbkpbGaW/NeW+NEeIc,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}mCqp0VFxW1Sdk+AZiJdHFw1cFH0=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,9715a72f901078f8944e2df489a880e4,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,70440b76109eb38c9b2ff438826c7085,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,4d04cedd6d05b1f16a4404ff5a1fa4af,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$i2jWLKqX$TVPomuzOohgcU21gBLSrW0,$1$,34,0,0,0,0,0,0,1,0,0,0,0,1
MSSQL 2000,0x0100B716C2F8F34C0C0483967AE19F404A95A48FBCAA2A47335BF629E71A804B7A383FDE4368052AF993E58F0D23,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x0100FD1F83F054E72EDB8FD9CBBF5B69FDD894BD1393DA03881F,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,5ec932c035818042,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*CEE6D4633880FB23BE49A9521108D32CFD732919,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,a3742e10319cff42f0011150eb10438d,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,9100F7386C31390E,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:90E944D873076B90D11F7E7325D5C6F9340E4C35B9C88460C69B3797722C,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,68434303945e8a27e6f226b6acd3ec25f621bd944cbc8ea89491376004aae7fc,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,871122d65c75e8087323c8510e57d803f807cf25509a10d405b4bb07d990237525ae38667abd99af06da967620c65132419b59700581d313ef63653e1b6fd027,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HBTkk3pXa9yY6XaOlbIpvamkk3CbnV1,$P$,34,0,0,0,0,0,0,1,0,0,0,0,1
PostgreSQL MD5,md5bdbb00b732ad8d82cbec1ac191127521,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,abirzore,None,8,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,?@G6>36C,None,8,0,0,0,0,1,0,0,0,0,0,0,1
SCRAM,"$scram$100000$57y39p4TIqT0HoOQ$sha-1=k120oDQ4c4vde8INTYWU9VwitGE,sha-256=k0y0NBW74wfPWbS0gk9/0TshNkN1VLoNXSjo2rPKvFs,sha-512=Md4KCs7epPvJgPQGIVVdEgM8AUvH6t59m0VQTiUStohaFjgtCuTmRMwM9ZaUcq03902nwBekoHbrIgR0Zelm4A",$scram$,211,0,0,0,0,0,0,1,1,1,0,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$6p0zBmCMEcK4d66Vcq51zg$EhFL+UWkQTq33zJyMAkkSdsml1SUfI5O0z6RV6Dt4cw",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,982aa9d151715b549d93e019889747170d5c147d,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$ecFIjLyK$ifuOcS2q4QRbcCpja4CozkqVf7uf,$sha1$,50,0,0,0,0,0,0,1,0,0,0,0,1
SHA224,2707393645ba4ce02d4d28c4d764e07d47c50a949edbcdbf31fc7c7f,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,b68823eded0bc9c7f3317d601ac24f6ac563895cee8e5a2bd2ca475906fe2615,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$6n1o8ZISvNzfSxQJ$rzWNRnZkVaJFGX50feo9V93A00BP3bCTvdjkcYUEtLD,$5$,77,0,0,0,0,0,0,1,1,0,0,0,1
SHA384,9e38261d32b9af09ea813b4efbc142c9a5d5903476bc70764465509744b7c16254f8db54834bd8ec832a7e0077ca85ab,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,f48cc6122da307809ee0fec70353bdeb2ad4091f577c54eaaace23718abc5b0ac371162291fe707b1abf605fef2fcf66dfddfada4f6c02d49ab449dc61cbca5e,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$/AJ75tVr6BGfvx/M$KwOY5q32M7P7TSVVZClBesO..yAksoCJRHg5iY8Y6G6xWuefQGi6jZRGOrn3S5cSZzTn2ipzBse/a4X9eLNTj0,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,40c9d12debfe657141a8dd364518a640c3da3a11236cf26e0c3dd6a6,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,42d88b2ef3717fbe27e69c05dc77e9502e266c1678125783076d70255949612e,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,ccc4b2102c85446b33f32f692b6c7f04f85c22707feabd8592501c5c271919bb45edb6311aef1db29b0912bf9c77c885,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,491ffbf04c58e32706a9f04d558a5574afab2dda2971f99e611b9e3296942c042a755ab924ff4425df1d531e36383e9d5a1c3a492307043bfe00ff67ab93d46f,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,xstoqzov,None,8,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$KuzB2tLe$/RLbPJ7FALLw94nqjl2fC0,$apr1$,37,0,0,0,0,0,0,1,0,1,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$WYtRqvW+t3buHeMcw7j3vg$m+S1DucLDoW5e2zVEf/CT0Vp5pYoaf0mRQIg+VvRQoE",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,ª©¨zyx,None,6,0,0,0,0,0,1,0,0,0,0,0,1
Atlassian PBKDF2 SHA1,{PKCS5S2}Vcp5b+39n5NyjtFaS0kJgUzJ5p0ax6Y3lborarKVUAtoa2PELWjTPC2WXPx8B6vd,{PKCS5S2},73,0,0,0,0,0,0,1,0,0,0,0,1
Base32,GEZDGYLCMM======,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,MTIzYWJj,None,8,0,0,0,1,0,0,1,0,0,0,0,0
BCrypt,$2a$12$6rJiqn1xj.YjHFqohfVCbeKjN5HFl0JaHQlPjUZVjLdYCde9EZTra,$2a$,60,0,0,0,0,0,0,1,0,0,1,0,1
BCrypt,$2b$12$Ja14DtppLuzEnv9J9uMkMeyiVxmOpjjAG6TLqgRsy20RMatOJS6zO,$2b$,60,0,0,0,0,0,0,1,0,0,0,0,1
Binary,110001110010110011110000111000101100011,None,39,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,58c64735dc45b456d84371a25463d078a1999e1c164ad4588af7d8d53252105f763a13cd55f9572735a68c72fa56dacdbabf54d7f6557c6e2868b44c60dc1871,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,aa88b16c0c715407be69ceef1b6ecb4cef5572524f13cc53873b354e74a36270,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.6qcudlo0DGYKtYs,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,ijkefg,None,6,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,GWrMX.X21PpU5TNK,None,16,0,0,0,0,0,0,1,0,0,1,0,1
CISCO-PIX MD5,GWrMX.X21PpU5TNK,None,16,0,0,0,0,0,0,1,0,0,1,0,1
CISCO Type 7,06575D724D4C0A,None,14,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,2210,None,4,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,1197819578,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,13670101218022690407,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,495051979899,None,12,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,xk04uOS1Z9LZM,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$qPX+X2tt7T0HwJiTcm7tvQ$4ZC9jJvh6RyDYXj3al0tbr90j2WPdN7NZ7qkipBudlc",None,102,0,0,0,0,0,0,1,1,0,0,0,1
Django BCrypt,bcrypt$$2b$12$ZlwUpr4Hv8A1tVmerZQT1eqybVlqKVrGaGt38OdasMaco5sr.kIZS,None,67,0,0,0,0,0,0,1,0,0,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$Qrn.OlBSTjC1jnrNqaP2O./P.AzPSX6wlJmURe5cSK1wmXnG56/Hi,None,74,0,0,0,0,0,0,1,0,1,1,0,1
Django DES Crypt,crypt$fe$feLCKMd2FXU3s,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$gKT0e2hCCWBR$Lv0hckTdEhrU2Nygp02KXzvE3EI=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$uu3A7CPNzoqg$tl4IejMe+TmDmXqsjFACqrht0DbhdsqPQvHVf1Ta+tI=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$CLlpIzeuhGA3$78b2c20874f092676fdbb25fd2a6a05e,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$D39zxm2wlaVG$148aec7dcfce3bc9e878bcbd1dada675d6410f21,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.3C0700602C05A0D4DA9B73EE5D0BC198536A6DCD99D35ACBD9DBBB770E41688DB1F63EE75C4B2985D0DABB572A45A835E6FCDFBBB756CAB937C6D83BE7FCBF97.3A8B8F906E455ACA73E5473485347EF3239D7919579207603CF7C6F36F0175EE924AEDB745A8A02F4B31969E5CF429833EF6B79D9CF41EE2DF146FAE1C767DE4,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,313233616263,None,12,0,1,1,0,0,0,0,0,0,0,0,0
HMAC-SHA1,b4dc711a340caa0bc27bcff339def743a2f4deae,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,f6331f46b3585aca188fcb62370f9641838bd063b3fac0efed6b02bf04b7ff20,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,416f56194028b9548ca07966a73f028fe0d8c0ebda1642fb30d286df8873efc70b34a2d5200f70c02f7246dbf973b3bf80ce0730c2fb4938d31af9e8c16f3db2,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,7d1ed704ef053eee31fb4853b819b0ade2cfec9b39174edf11a5ce8b,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,b1f1c74a1ba56f07a892ea1110a39349d40f66ca01d245e704621033cb7046a4,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,2bea29a52aafb0423d9dc47a7e944dff89c7295b173d54a66687af483c8035235d1074b438c34ead90129bbac1fd88f3,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,c64f244e5ed268bbd0a24a67ba9464f5a4bf149f7be98efcaf7bf30d44dd2dea6e8849721c78c0b9662d2303245ec280c94014195f5ce741fd7d975a5a691368,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}qQZEnVdp+nNh1+zGqj9tKA==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}GdV0Na+yCy2n+06NMcc+ZmKs9d4=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}zYRGtz2JDigofdAZR7sPBDSP54Wude59,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}whoMkDdQUIo/LYagEnVtlbfNRIXf5RiLfmv9hYhxRZ2/N8a4F8KY8w==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}iMAo6uy5V4Qa1cL60GxCiEl6jy9hmjOoHF5VDu1W/kN+2E9LRFc/J5ZmpH9ApvgL6XcPmNSdFkJfKVgRHaR7pZLyHuMcY0yp,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}S+MNmBTG1OmADg0uqeyfsA76iHs=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,48d7eb912f5e697caad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,47e39259d7fbdc9da4bf961dcff4dfa0,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,a906449d5769fa7361d7ecc6aa3f6d28,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$WZspy0JH$Y5syQV3kuK5IWwfbqOUsC/,$1$,34,0,0,0,0,0,0,1,0,1,0,0,1
MSSQL 2000,0x010042688DB1CA71501B33120B3B616BC4D3BF5D1DD3BFEFB450D5CCEC2019C8C436AB28287CAA34E3FF40A6CF74,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x0100F95F2B25E85A51A937397B4F362184F3489AEA00FCBDA232,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,7002e48a5e69f68b,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*3620754A963ECB3D7296097F9DA00C1FA5476B03,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,89c99393bfe3c0a95deba6dcb0b12b43,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,6F35F7B55F925550,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:91C655BA171B3DC7A0983AC2C0823C80D51C42592AA3FAC2E1011CD5AA64,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,5d55b4c1234d5a713d97ff8b18b4daa0f7843a845ccf82e21dfd5ad2887d388e,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,917126f419d6cf0f460bea491e7822b4528a8797c4bf31265db28f35f5a335c31e2a3161316c96c3bc2760467b666980ee8141509dc38851ad21ab53dd001b7d,None,128,0,0,1,0,0,1,0,0,0,0,0,0
